"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"67","@UBS We think there are areas where cryptocurrencies could make a big difference, specifically @SolarCoin_SLR, if i… https://t.co/rnBkYjzekL",FALSE,1,"UBS",2018-02-06 15:31:29,TRUE,"955445126297477120","960898750557368320","38237581","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NarecDE",0,FALSE,FALSE,NA,NA
"68","What is SolarCoin? How does it work? How can i get involved? read our one pager at https://t.co/ZTNJOf7WSl https://t.co/AR72vnqzlg",FALSE,0,NA,2018-02-06 15:02:35,FALSE,NA,"960891477684502530",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sellmyfit",0,FALSE,FALSE,NA,NA
"69","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 14:08:05,FALSE,NA,"960877764407709696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BourneCoin",10,TRUE,FALSE,NA,NA
"70","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/06 07:07 @ Home
<U+23F1>1,151 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.645 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.3835<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/liBoL1aPAO",FALSE,0,NA,2018-02-06 13:07:06,TRUE,NA,"960862413599006721",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"71","RT @SolarCoinNews: $29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on the…",FALSE,0,NA,2018-02-06 10:48:02,FALSE,NA,"960827419824349186",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Sylph93Me",8,TRUE,FALSE,NA,NA
"72","RT @avstatistics: Should I invest in #SolarCoin? Is investing in solar energy something that can benefit both the planet and us as a societ…",FALSE,0,NA,2018-02-06 10:46:44,FALSE,NA,"960827092316270592",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Sylph93Me",2,TRUE,FALSE,NA,NA
"73","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 10:22:51,FALSE,NA,"960821082562465793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","guyjames23",10,TRUE,FALSE,NA,NA
"74","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 09:10:37,FALSE,NA,"960802902087553025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idanneeman",10,TRUE,FALSE,NA,NA
"75","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/06 03:07 @ Home
<U+23F1>1,151 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.645 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.3494<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/insQRnLbWH",FALSE,0,NA,2018-02-06 09:07:05,TRUE,NA,"960802013616508928",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"76","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-06 08:58:58,FALSE,NA,"960799969400762370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kempius",9,TRUE,FALSE,NA,NA
"77","RT @NewsTechHealth: Saudi Arabia’s ACWA Power has become the first major energy company to adopt SolarCoin - @NawiedJabarkhyl report https:…",FALSE,0,NA,2018-02-06 08:26:48,FALSE,NA,"960791873987272704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NawiedJabarkhyl",2,TRUE,FALSE,NA,NA
"78","@KomodoPlatform Solarcoin of course...
<ed><U+00A0><U+00BD><ed><U+00B8><U+008E>

... but is it not your opinion that there are already quite a few high pr… https://t.co/BokBS80KLE",FALSE,1,"KomodoPlatform",2018-02-06 08:20:08,TRUE,"960787650411102208","960790199390343168","769457743807844352","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krypt0punk",0,FALSE,FALSE,NA,NA
"79","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 07:55:47,FALSE,NA,"960784068664332288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","henkhadders",10,TRUE,FALSE,NA,NA
"80","RT @SolarCoinNews: #SolarCoin price :$0.36,MCAP:$14M,Circulating Supply:$39M
https://t.co/1geEmegenR      #Cryptoassets #cryptocurrency #bi…",FALSE,0,NA,2018-02-06 06:56:47,FALSE,NA,"960769222623178752",NA,"<a href=""https://energycoin.eu/"" rel=""nofollow"">EnergyCoin</a>","energycoin",2,TRUE,FALSE,NA,NA
"81","Saudi Arabia’s ACWA Power has become the first major energy company to adopt SolarCoin - @NawiedJabarkhyl report https://t.co/6DzNemaS0a",FALSE,0,NA,2018-02-06 06:45:00,FALSE,NA,"960766256281505792",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NewsTechHealth",2,FALSE,FALSE,NA,NA
"82","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 06:43:16,FALSE,NA,"960765820782624768",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","malcolm8",10,TRUE,FALSE,NA,NA
"83","RT @SolarCoinNews: #SolarCoin price :$0.36,MCAP:$14M,Circulating Supply:$39M
https://t.co/1geEmegenR      #Cryptoassets #cryptocurrency #bi…",FALSE,0,NA,2018-02-06 06:16:46,FALSE,NA,"960759152183271424",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Stephencgill",2,TRUE,FALSE,NA,NA
"84","RT @solcrypto: #solarcoin claims from December to February are in the transaction pipe now. If you’re a claimer, thank you and we are proce…",FALSE,0,NA,2018-02-06 06:13:15,FALSE,NA,"960758264777633792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",3,TRUE,FALSE,NA,NA
"85","#SolarCoin price :$0.36,MCAP:$14M,Circulating Supply:$39M
https://t.co/1geEmegenR      #Cryptoassets… https://t.co/xVsguca3wW",FALSE,1,NA,2018-02-06 06:06:17,TRUE,NA,"960756513664065536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",2,FALSE,FALSE,NA,NA
"86","RT @NawiedJabarkhyl: Following the rise of Bitcoin, Saudi's @ACWAPower has become the first major energy firm to adopt the cryptocurrency S…",FALSE,0,NA,2018-02-06 05:34:52,FALSE,NA,"960748606570430465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solcrypto",20,TRUE,FALSE,NA,NA
"87","#solarcoin claims from December to February are in the transaction pipe now. If you’re a claimer, thank you and we… https://t.co/g3uBSWDgI7",FALSE,6,NA,2018-02-06 05:33:43,TRUE,NA,"960748318597894145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solcrypto",3,FALSE,FALSE,NA,NA
"88","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 23:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.645 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.3487<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/3CnsPHkZLF",FALSE,0,NA,2018-02-06 05:07:07,TRUE,NA,"960741624119734272",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"89","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 04:37:54,FALSE,NA,"960734270053433346",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","obinine",10,TRUE,FALSE,NA,NA
"90","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 04:34:53,FALSE,NA,"960733510196715520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","waynelforBernie",10,TRUE,FALSE,NA,NA
"91","RT @falyranaivoson: ""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the radar…",FALSE,0,NA,2018-02-06 04:34:04,FALSE,NA,"960733307691560962",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","holochain",10,TRUE,FALSE,NA,NA
"92","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 19:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.645 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.4143<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/igKxOZ1399",FALSE,0,NA,2018-02-06 01:07:06,TRUE,NA,"960681220421152769",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"93","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-05 23:13:49,FALSE,NA,"960652713502617600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlCocan",9,TRUE,FALSE,NA,NA
"94","RT @SolarCoinNews: $29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on the…",FALSE,0,NA,2018-02-05 23:12:52,FALSE,NA,"960652475781926913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scarecrow1113",8,TRUE,FALSE,NA,NA
"95","RT @SolarCoinNews: $29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on the…",FALSE,0,NA,2018-02-05 23:08:45,FALSE,NA,"960651438845243392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlCocan",8,TRUE,FALSE,NA,NA
"96","""Together with #FairCoin, the @holochain , the #SolarCoin and the Heyerdahl Mangrove Coin, this should be on the ra… https://t.co/bKSl1YA9Kn",FALSE,11,NA,2018-02-05 22:56:25,TRUE,NA,"960648334485618688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","falyranaivoson",10,FALSE,FALSE,NA,NA
"97","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-05 22:55:24,FALSE,NA,"960648078868049920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JTorres1488",9,TRUE,FALSE,NA,NA
"98","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 15:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.645 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.4093<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/utqpvg5Sut",FALSE,0,NA,2018-02-05 21:07:07,TRUE,NA,"960620829842329600",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"99","RT @SolarCoinNews: $29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on the…",FALSE,0,NA,2018-02-05 20:51:43,FALSE,NA,"960616952522838019",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CleanGreenAfri",8,TRUE,FALSE,NA,NA
"100","RT @SolarCoinNews: $29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on the…",FALSE,0,NA,2018-02-05 20:49:03,FALSE,NA,"960616283325845505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avstatistics",8,TRUE,FALSE,NA,NA
"101","$29 Trillion is needed to power entire #Earth with renewables, but we don't have the money because they're spent on… https://t.co/CVJDonWHpQ",FALSE,7,NA,2018-02-05 20:46:29,TRUE,NA,"960615634638921728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",8,FALSE,FALSE,NA,NA
"102","RT @NawiedJabarkhyl: Following the rise of Bitcoin, Saudi's @ACWAPower has become the first major energy firm to adopt the cryptocurrency S…",FALSE,0,NA,2018-02-05 20:42:26,FALSE,NA,"960614618027749377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sulymani2006",20,TRUE,FALSE,NA,NA
"103","@MalwareTechBlog Once decentralized solar power backed mining becomes a huge tour de force, i.e. SolarCoin, where s… https://t.co/iapPajW4eC",FALSE,0,"hegemonetics",2018-02-05 20:37:16,TRUE,"960612829316358145","960613317751447552","34276317","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hegemonetics",0,FALSE,FALSE,NA,NA
"104","RT @SolarCoinNews: 50k potential ""miners"" of #solarcoin :-)? https://t.co/UYM0HepzEh",FALSE,0,NA,2018-02-05 20:17:06,FALSE,NA,"960608239472783361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","monedascripto",5,TRUE,FALSE,NA,NA
"105","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-05 20:07:02,FALSE,NA,"960605709405581312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SpaceBelt1",9,TRUE,FALSE,NA,NA
"106","#SolarCoin price :$0.36,MCAP:$14M,Circulating Supply:$39M
https://t.co/1geEmdYCZh            #Cryptoassets… https://t.co/i5zGZZNJ4Z",FALSE,2,NA,2018-02-05 19:45:43,TRUE,NA,"960600342646767616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SolarCoinNews",0,FALSE,FALSE,NA,NA
"107","RT @YunushanOzguur: @physorg_com @elonmusk #solarcoin is New energy",FALSE,0,NA,2018-02-05 19:44:58,FALSE,NA,"960600154255568896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CEnd_brewmaster",2,TRUE,FALSE,NA,NA
"108","RT @tijis311: @Stewy13 @elonmusk @Tesla @SolarCoin_SLR @elonmusk @solarcity @Tesla You could also generate #SolarCoin rewards from any sola…",FALSE,0,NA,2018-02-05 19:44:50,FALSE,NA,"960600119048536065",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CEnd_brewmaster",6,TRUE,FALSE,NA,NA
"109","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-05 19:44:37,FALSE,NA,"960600064677810176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CEnd_brewmaster",9,TRUE,FALSE,NA,NA
"110","RT @azeezmohammed: #solarcoin is the new black! Excited to see it take off in a big way thanks to @ACWAPower who is the world's 1st to adop…",FALSE,0,NA,2018-02-05 19:29:36,FALSE,NA,"960596288994672640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SolarCoin_SLR",9,TRUE,FALSE,NA,NA
"111","RT @tijis311: What does GE's Power Conversion CEO think about #SolarCoin? I have say I agree! <ed><U+00A0><U+00BD><ed><U+00BA><U+0080> #Winning #SolarEnergy #blockchain https://t…",FALSE,0,NA,2018-02-05 19:29:23,FALSE,NA,"960596233902575621",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SolarCoin_SLR",3,TRUE,FALSE,NA,NA
"112","RT @tijis311: @Stewy13 @elonmusk @Tesla @SolarCoin_SLR @elonmusk @solarcity @Tesla You could also generate #SolarCoin rewards from any sola…",FALSE,0,NA,2018-02-05 19:28:47,FALSE,NA,"960596083419344897",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SolarCoin_SLR",6,TRUE,FALSE,NA,NA
"113","RT @YunushanOzguur: @physorg_com @elonmusk #solarcoin is New energy",FALSE,0,NA,2018-02-05 19:28:35,FALSE,NA,"960596031896506370",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SolarCoin_SLR",2,TRUE,FALSE,NA,NA
"114","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 11:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.632 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.3952<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/jt4yIvMtJ4",FALSE,0,NA,2018-02-05 17:07:08,TRUE,NA,"960560432703590400",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"115","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 07:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.4491<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/cAH3jEcXBe",FALSE,0,NA,2018-02-05 13:07:05,TRUE,NA,"960500022243676165",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"116","Worst price performers (last 6h): SolarCoin -11.29% $SLR #Bittrex, Monaco -6.02% $MCO #Bittrex",FALSE,0,NA,2018-02-05 13:05:37,FALSE,NA,"960499653711138816",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Breaking_Crypto",0,FALSE,FALSE,NA,NA
"117","Worst price performers (last 6h): SolarCoin -11.29% $SLR #Bittrex, Monaco -6.02% $MCO #Bittrex",FALSE,0,NA,2018-02-05 13:02:02,FALSE,NA,"960498751604449280",NA,"<a href=""http://thdim.istothesis.com/"" rel=""nofollow"">Crypto Analyst POST Tweets</a>","CryptoIndexes",0,FALSE,FALSE,NA,NA
"118","BTC-SLR AskRate: 0.00006770 #Bittrex  #SLR $SLR #SolarCoin #altcoin #crypto #cryptocurrencies
 <U+2665> FOLLOW for PROFIT",FALSE,0,NA,2018-02-05 11:00:02,FALSE,NA,"960468049483714560",NA,"<a href=""https://www.cryptoknocks.com"" rel=""nofollow"">Knocks</a>","cryptoknocks",0,FALSE,FALSE,NA,NA
"119","Other cryptocurrencies came come and go $BTC, $ETH, but the sun will always be there. $SLR #Solarcoin https://t.co/RGmFP8koku.",FALSE,4,NA,2018-02-05 09:11:20,FALSE,NA,"960440694899990528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","corather2",1,FALSE,FALSE,NA,NA
"120","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/05 03:07 @ Home
<U+23F1>1,150 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5327<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/qIRptqVZ9a",FALSE,0,NA,2018-02-05 09:07:08,TRUE,NA,"960439638782545920",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"121","RT @ssaintleger: a currency's value goes up as the size of the network using it increases
https://t.co/zBIBp3UArL",FALSE,0,NA,2018-02-05 08:48:12,FALSE,NA,"960434875160383490",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","robsullivan1973",4,TRUE,FALSE,NA,NA
"122","RT @artesesan: @SolarCoin_SLR  is the only sensible cryptocoin/block chain which rewards efficient energy use and value commensurate with a…",FALSE,0,NA,2018-02-05 08:08:37,FALSE,NA,"960424913642270722",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sylph93Me",1,TRUE,FALSE,NA,NA
"123","RT @SolarCoinNews: 50k potential ""miners"" of #solarcoin :-)? https://t.co/UYM0HepzEh",FALSE,0,NA,2018-02-05 08:08:18,FALSE,NA,"960424834214719488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sylph93Me",5,TRUE,FALSE,NA,NA
"124","RT @SolarCoinNews: #SolarCoin price :$0.55,MCAP:$21M,Circulating Supply:$39M
https://t.co/1geEmegenR            #Cryptoassets #cryptocurren…",FALSE,0,NA,2018-02-05 07:35:15,FALSE,NA,"960416516763213825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TokCASJ",3,TRUE,FALSE,NA,NA
"125","RT @SolarCoinNews: #SolarCoin price :$0.55,MCAP:$21M,Circulating Supply:$39M
https://t.co/1geEmegenR            #Cryptoassets #cryptocurren…",FALSE,0,NA,2018-02-05 07:33:04,FALSE,NA,"960415965199478784",NA,"<a href=""https://energycoin.eu/"" rel=""nofollow"">EnergyCoin</a>","energycoin",3,TRUE,FALSE,NA,NA
"126","RT @SolarCoinNews: #SolarCoin price :$0.55,MCAP:$21M,Circulating Supply:$39M
https://t.co/1geEmegenR            #Cryptoassets #cryptocurren…",FALSE,0,NA,2018-02-05 07:06:36,FALSE,NA,"960409304582053889",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Stephencgill",3,TRUE,FALSE,NA,NA
"127","#SolarCoin price :$0.55,MCAP:$21M,Circulating Supply:$39M
https://t.co/1geEmegenR            #Cryptoassets… https://t.co/90y4EeteQO",FALSE,7,NA,2018-02-05 07:01:37,TRUE,NA,"960408052540280837",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",3,FALSE,FALSE,NA,NA
"128","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 23:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5445<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/DukRI7wVv0",FALSE,0,NA,2018-02-05 05:07:06,TRUE,NA,"960379230226960384",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"129","RT @M157q_News_RSS: What else other than Bitcoin can a Blockchain do? Think solar energy.
https://t.co/dvW64voWAD
S… https://t.co/IRd6zg7hMB",FALSE,5,NA,2018-02-05 01:44:42,TRUE,NA,"960328294112509952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solcrypto",1,FALSE,FALSE,NA,NA
"130","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 19:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5549<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/dk8X3Ei6KX",FALSE,0,NA,2018-02-05 01:07:05,TRUE,NA,"960318830672318469",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"131","RT @solcrypto: We are very happy to release our first two dataloggers (to alpha test) after 3.5 years of R&amp;D. Thanks to the #solarcoin comm…",FALSE,0,NA,2018-02-05 00:48:07,FALSE,NA,"960314055834693634",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slr_coin",10,TRUE,FALSE,NA,NA
"132","RT @tijis311: @Stewy13 @elonmusk @Tesla @SolarCoin_SLR @elonmusk @solarcity @Tesla You could also generate #SolarCoin rewards from any sola…",FALSE,0,NA,2018-02-05 00:46:52,FALSE,NA,"960313740620124160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slr_coin",6,TRUE,FALSE,NA,NA
"133","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-05 00:46:28,FALSE,NA,"960313641672347653",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slr_coin",11,TRUE,FALSE,NA,NA
"134","RT @BernardMcCarty: @SolarCoinNews @FredericLambert Scribbles note... 50,000 households with 5K of PV each  could potentially share ~325,00…",FALSE,0,NA,2018-02-05 00:45:26,FALSE,NA,"960313380614606848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slr_coin",2,TRUE,FALSE,NA,NA
